,video,audio,label,center
2446,speaker030_0010,speaker030_0010,1,4
2447,speaker190_0001,speaker190_0001,1,154
2448,speaker128_0000,speaker128_0000,1,10
2449,speaker331_0000,speaker060_0002,0,44
2450,speaker167_0000,speaker281_0047,0,16
2451,speaker097_0000,speaker097_0000,0,67
2452,speaker322_0002,speaker322_0002,1,113
2453,speaker133_0001,speaker133_0001,1,9
2454,speaker326_0050,speaker326_0029,0,160
2455,speaker226_0009,speaker226_0014,0,37
2456,speaker034_0012,speaker034_0012,0,33
2457,speaker115_0000,speaker115_0000,0,28
2458,speaker211_0001,speaker211_0001,1,100
2459,speaker034_0006,speaker233_0016,0,24
2460,speaker192_0007,speaker192_0007,1,93
2461,speaker203_0005,speaker203_0005,1,4
2462,speaker117_0002,speaker117_0002,1,72
2463,speaker015_0006,speaker015_0006,0,2
2464,speaker087_0001,speaker087_0001,1,113
2465,speaker107_0003,speaker107_0002,0,30
2466,speaker035_0037,speaker035_0037,1,119
2467,speaker277_0002,speaker277_0010,0,19
2468,speaker288_0008,speaker161_0006,0,123
2469,speaker015_0007,speaker015_0007,1,11
2470,speaker162_0005,speaker162_0005,1,85
2471,speaker243_0002,speaker243_0002,1,192
2472,speaker085_0000,speaker058_0019,0,7
2473,speaker211_0001,speaker211_0001,1,167
2474,speaker275_0022,speaker275_0022,1,35
2475,speaker015_0022,speaker015_0022,1,151
2476,speaker162_0003,speaker162_0003,0,17
2477,speaker219_0013,speaker219_0013,1,7
2478,speaker226_0008,speaker226_0008,1,4
2479,speaker284_0001,speaker284_0001,0,20
2480,speaker151_0000,speaker151_0002,0,8
2481,speaker245_0000,speaker124_0000,0,5
2482,speaker178_0001,speaker178_0001,1,25
2483,speaker053_0002,speaker053_0000,0,98
2484,speaker156_0001,speaker156_0001,1,20
2485,speaker133_0000,speaker133_0000,0,9
2486,speaker067_0000,speaker067_0000,1,57
2487,speaker008_0010,speaker008_0010,1,36
2488,speaker171_0006,speaker171_0006,0,23
2489,speaker058_0023,speaker058_0004,0,89
2490,speaker125_0000,speaker125_0000,0,12
2491,speaker308_0007,speaker308_0008,0,54
2492,speaker140_0001,speaker140_0001,0,5
2493,speaker322_0002,speaker322_0002,1,39
2494,speaker060_0003,speaker259_0000,0,19
2495,speaker122_0001,speaker162_0000,0,7
2496,speaker153_0013,speaker153_0009,0,91
2497,speaker075_0001,speaker075_0003,0,51
2498,speaker107_0000,speaker107_0000,0,32
2499,speaker087_0001,speaker087_0001,1,60
2500,speaker036_0020,speaker036_0015,0,6
2501,speaker245_0000,speaker245_0000,1,12
2502,speaker158_0010,speaker158_0010,1,14
2503,speaker177_0002,speaker177_0002,1,64
2504,speaker206_0005,speaker206_0005,0,2
2505,speaker220_0012,speaker220_0012,1,32
2506,speaker332_0007,speaker332_0006,0,144
2507,speaker156_0000,speaker156_0000,1,142
2508,speaker089_0000,speaker089_0000,1,46
2509,speaker304_0013,speaker304_0013,1,68
2510,speaker248_0001,speaker248_0001,1,67
2511,speaker117_0002,speaker117_0002,0,29
2512,speaker128_0001,speaker128_0001,1,5
2513,speaker176_0001,speaker195_0005,0,5
2514,speaker276_0002,speaker276_0012,0,44
2515,speaker181_0002,speaker181_0002,0,7
2516,speaker054_0000,speaker054_0000,1,2
2517,speaker037_0025,speaker037_0041,0,60
2518,speaker275_0025,speaker275_0024,0,14
2519,speaker120_0000,speaker324_0009,0,92
2520,speaker221_0000,speaker221_0000,1,16
2521,speaker108_0000,speaker202_0016,0,26
2522,speaker239_0005,speaker239_0005,1,27
2523,speaker114_0000,speaker114_0000,1,9
2524,speaker225_0000,speaker225_0000,1,61
2525,speaker288_0008,speaker288_0014,0,74
2526,speaker180_0000,speaker180_0000,0,4
2527,speaker183_0001,speaker332_0007,0,9
2528,speaker251_0012,speaker120_0001,0,10
2529,speaker167_0000,speaker288_0013,0,33
2530,speaker123_0001,speaker123_0001,1,19
2531,speaker117_0002,speaker117_0002,0,65
2532,speaker213_0001,speaker058_0005,0,54
2533,speaker206_0002,speaker206_0002,1,26
2534,speaker083_0000,speaker083_0000,0,109
2535,speaker151_0001,speaker151_0000,0,38
2536,speaker182_0000,speaker182_0000,0,4
2537,speaker211_0000,speaker125_0000,0,14
2538,speaker044_0017,speaker044_0017,1,23
2539,speaker043_0005,speaker038_0042,0,52
2540,speaker219_0013,speaker219_0013,1,69
2541,speaker124_0000,speaker124_0000,1,1
2542,speaker243_0006,speaker243_0002,0,76
2543,speaker130_0003,speaker327_0006,0,32
2544,speaker117_0002,speaker117_0000,0,46
2545,speaker162_0001,speaker162_0001,0,17
2546,speaker195_0003,speaker195_0003,1,50
2547,speaker082_0000,speaker221_0004,0,35
2548,speaker128_0001,speaker178_0000,0,8
2549,speaker315_0013,speaker315_0013,1,87
2550,speaker160_0000,speaker160_0001,0,8
2551,speaker133_0003,speaker173_0003,0,65
2552,speaker084_0000,speaker315_0014,0,60
2553,speaker156_0000,speaker156_0000,1,232
2554,speaker107_0003,speaker107_0003,1,23
2555,speaker099_0014,speaker099_0014,1,26
2556,speaker215_0002,speaker153_0006,0,163
2557,speaker087_0001,speaker252_0015,0,91
2558,speaker038_0029,speaker038_0029,0,68
2559,speaker171_0001,speaker171_0001,1,65
2560,speaker171_0000,speaker171_0006,0,137
2561,speaker070_0015,speaker070_0015,1,15
2562,speaker216_0002,speaker216_0002,1,0
2563,speaker220_0000,speaker220_0000,1,3
2564,speaker072_0000,speaker072_0000,1,6
2565,speaker101_0000,speaker101_0000,0,1
2566,speaker244_0000,speaker170_0004,0,61
2567,speaker171_0006,speaker122_0001,0,2
2568,speaker202_0024,speaker054_0023,0,13
2569,speaker275_0016,speaker275_0016,1,4
2570,speaker237_0004,speaker237_0004,1,14
2571,speaker030_0021,speaker030_0021,1,82
2572,speaker326_0034,speaker063_0026,0,161
2573,speaker035_0029,speaker035_0048,0,1
2574,speaker178_0000,speaker178_0000,1,80
2575,speaker194_0000,speaker194_0000,1,4
2576,speaker044_0023,speaker044_0011,0,5
2577,speaker281_0025,speaker281_0025,1,64
2578,speaker030_0005,speaker030_0005,1,116
2579,speaker209_0002,speaker209_0002,1,63
2580,speaker034_0001,speaker034_0001,1,20
2581,speaker170_0002,speaker170_0002,0,15
2582,speaker216_0004,speaker216_0004,1,15
2583,speaker334_0003,speaker334_0003,0,2
2584,speaker179_0001,speaker179_0001,0,46
2585,speaker214_0002,speaker214_0002,1,8
2586,speaker209_0001,speaker209_0001,1,9
2587,speaker231_0001,speaker231_0001,1,109
2588,speaker153_0002,speaker153_0002,1,56
2589,speaker315_0027,speaker315_0027,1,100
2590,speaker180_0003,speaker180_0003,1,95
2591,speaker078_0001,speaker078_0001,0,18
2592,speaker173_0013,speaker173_0013,1,45
2593,speaker215_0002,speaker215_0005,0,54
2594,speaker226_0022,speaker226_0024,0,88
2595,speaker096_0004,speaker096_0004,1,175
2596,speaker288_0010,speaker252_0008,0,0
2597,speaker053_0002,speaker053_0002,1,35
2598,speaker157_0000,speaker157_0000,0,11
2599,speaker252_0007,speaker252_0007,1,17
2600,speaker124_0000,speaker124_0000,1,95
2601,speaker097_0001,speaker097_0001,0,47
2602,speaker284_0001,speaker284_0001,0,38
2603,speaker301_0003,speaker301_0003,1,5
2604,speaker288_0004,speaker288_0004,1,152
2605,speaker315_0027,speaker315_0027,1,79
2606,speaker091_0022,speaker091_0022,0,19
2607,speaker177_0001,speaker177_0001,1,7
2608,speaker133_0001,speaker133_0000,0,9
2609,speaker129_0001,speaker129_0000,0,15
2610,speaker133_0001,speaker133_0001,1,30
2611,speaker133_0003,speaker133_0003,0,96
2612,speaker325_0002,speaker325_0002,1,37
2613,speaker105_0000,speaker105_0000,1,12
2614,speaker203_0010,speaker203_0004,0,17
2615,speaker213_0002,speaker213_0002,0,28
2616,speaker137_0000,speaker137_0000,0,22
2617,speaker091_0012,speaker091_0022,0,6
2618,speaker079_0000,speaker079_0000,1,48
2619,speaker132_0007,speaker096_0006,0,41
2620,speaker137_0000,speaker137_0000,1,21
2621,speaker099_0004,speaker284_0000,0,26
2622,speaker099_0009,speaker082_0000,0,9
2623,speaker186_0008,speaker186_0008,1,10
2624,speaker172_0001,speaker172_0001,1,36
2625,speaker275_0021,speaker275_0021,0,45
2626,speaker203_0004,speaker203_0004,1,134
2627,speaker320_0000,speaker157_0002,0,179
2628,speaker179_0007,speaker179_0007,1,30
2629,speaker054_0006,speaker054_0006,0,6
2630,speaker214_0002,speaker122_0001,0,1
2631,speaker083_0000,speaker083_0000,1,44
2632,speaker324_0003,speaker324_0003,1,137
2633,speaker041_0034,speaker041_0034,1,9
2634,speaker206_0000,speaker265_0001,0,22
2635,speaker177_0000,speaker177_0000,1,46
2636,speaker161_0009,speaker161_0009,1,63
2637,speaker325_0007,speaker325_0007,0,193
2638,speaker322_0002,speaker322_0002,1,146
2639,speaker130_0001,speaker130_0001,1,101
2640,speaker327_0008,speaker327_0010,0,36
2641,speaker177_0000,speaker177_0000,1,26
2642,speaker315_0014,speaker315_0014,1,89
2643,speaker157_0005,speaker157_0005,1,13
2644,speaker079_0000,speaker153_0011,0,3
2645,speaker307_0001,speaker083_0000,0,151
2646,speaker327_0009,speaker327_0009,1,35
2647,speaker154_0004,speaker154_0005,0,23
2648,speaker294_0000,speaker294_0001,0,94
2649,speaker038_0057,speaker038_0057,1,16
2650,speaker063_0021,speaker260_0001,0,1
2651,speaker225_0000,speaker008_0018,0,71
2652,speaker229_0003,speaker229_0003,1,28
2653,speaker140_0001,speaker140_0001,1,62
2654,speaker157_0003,speaker157_0003,1,25
2655,speaker202_0022,speaker202_0022,1,135
2656,speaker021_0002,speaker021_0002,0,26
2657,speaker233_0019,speaker233_0019,1,63
2658,speaker307_0000,speaker322_0001,0,71
2659,speaker162_0001,speaker162_0001,1,24
2660,speaker181_0001,speaker181_0001,1,56
2661,speaker158_0000,speaker211_0002,0,36
2662,speaker307_0003,speaker307_0003,1,46
2663,speaker079_0000,speaker079_0000,1,2
2664,speaker248_0008,speaker248_0017,0,5
2665,speaker322_0000,speaker322_0001,0,179
2666,speaker322_0002,speaker322_0002,1,92
2667,speaker281_0029,speaker054_0007,0,43
2668,speaker331_0000,speaker331_0000,0,17
2669,speaker083_0000,speaker083_0000,0,89
2670,speaker231_0001,speaker060_0000,0,115
2671,speaker286_0000,speaker286_0000,1,57
2672,speaker312_0001,speaker161_0007,0,0
2673,speaker194_0003,speaker194_0003,1,68
2674,speaker129_0001,speaker129_0001,1,55
2675,speaker329_0003,speaker326_0050,0,70
2676,speaker123_0002,speaker123_0002,1,40
2677,speaker275_0022,speaker275_0022,1,60
2678,speaker275_0023,speaker275_0023,1,148
2679,speaker221_0002,speaker221_0001,0,11
2680,speaker211_0000,speaker211_0000,1,40
2681,speaker140_0002,speaker140_0002,1,47
2682,speaker130_0000,speaker130_0000,1,21
2683,speaker151_0000,speaker151_0000,1,6
2684,speaker075_0006,speaker075_0001,0,18
2685,speaker154_0005,speaker154_0005,0,75
2686,speaker229_0001,speaker229_0001,1,23
2687,speaker036_0031,speaker142_0002,0,62
2688,speaker294_0001,speaker053_0005,0,110
2689,speaker325_0006,speaker325_0009,0,31
2690,speaker105_0000,speaker105_0000,0,45
2691,speaker179_0012,speaker179_0012,1,42
2692,speaker107_0002,speaker107_0000,0,36
2693,speaker332_0004,speaker332_0004,1,106
2694,speaker271_0013,speaker271_0013,1,129
2695,speaker129_0001,speaker129_0001,0,27
2696,speaker312_0003,speaker312_0003,1,66
2697,speaker178_0002,speaker178_0001,0,32
2698,speaker178_0001,speaker178_0001,1,9
2699,speaker286_0004,speaker038_0057,0,90
2700,speaker269_0000,speaker269_0000,0,12
2701,speaker058_0000,speaker058_0000,1,70
2702,speaker153_0006,speaker153_0006,0,58
2703,speaker015_0016,speaker015_0016,1,38
2704,speaker161_0005,speaker161_0005,0,46
2705,speaker175_0001,speaker175_0001,1,93
2706,speaker083_0000,speaker083_0000,1,68
2707,speaker142_0005,speaker142_0005,1,46
2708,speaker083_0000,speaker083_0000,1,34
2709,speaker266_0000,speaker279_0000,0,51
2710,speaker333_0000,speaker333_0001,0,67
2711,speaker239_0002,speaker239_0006,0,23
2712,speaker173_0005,speaker142_0001,0,20
2713,speaker171_0001,speaker171_0006,0,50
2714,speaker220_0014,speaker220_0014,1,95
2715,speaker334_0000,speaker334_0000,1,4
2716,speaker211_0001,speaker211_0002,0,142
2717,speaker058_0018,speaker058_0018,1,6
2718,speaker243_0000,speaker243_0000,1,5
2719,speaker082_0000,speaker178_0000,0,24
2720,speaker067_0000,speaker067_0000,1,99
2721,speaker315_0019,speaker315_0009,0,62
2722,speaker120_0001,speaker120_0001,1,38
2723,speaker038_0009,speaker038_0009,1,103
2724,speaker269_0000,speaker269_0000,1,72
2725,speaker325_0007,speaker325_0007,1,49
2726,speaker220_0014,speaker220_0014,1,15
2727,speaker326_0024,speaker160_0000,0,17
2728,speaker334_0002,speaker334_0002,1,51
2729,speaker172_0007,speaker172_0007,0,60
2730,speaker286_0004,speaker286_0001,0,48
2731,speaker170_0004,speaker170_0004,1,17
2732,speaker211_0001,speaker211_0001,1,24
2733,speaker325_0008,speaker325_0008,1,21
2734,speaker260_0006,speaker260_0006,1,61
2735,speaker175_0000,speaker175_0000,1,61
2736,speaker182_0000,speaker087_0001,0,8
2737,speaker252_0022,speaker252_0022,1,151
2738,speaker327_0009,speaker183_0001,0,43
2739,speaker122_0002,speaker122_0002,0,31
2740,speaker252_0012,speaker252_0012,1,49
2741,speaker243_0003,speaker243_0003,0,48
2742,speaker078_0001,speaker078_0001,1,89
2743,speaker332_0000,speaker332_0000,1,30
2744,speaker121_0014,speaker121_0002,0,82
2745,speaker219_0002,speaker219_0018,0,118
2746,speaker301_0003,speaker301_0003,0,15
2747,speaker078_0001,speaker078_0001,1,86
2748,speaker233_0014,speaker067_0001,0,3
2749,speaker104_0000,speaker331_0002,0,40
2750,speaker021_0003,speaker021_0002,0,7
2751,speaker317_0002,speaker317_0002,0,14
2752,speaker271_0011,speaker271_0011,1,37
2753,speaker058_0001,speaker058_0002,0,48
2754,speaker192_0007,speaker192_0007,1,57
2755,speaker301_0000,speaker301_0000,1,82
2756,speaker239_0005,speaker097_0000,0,29
2757,speaker323_0002,speaker323_0002,0,21
2758,speaker121_0009,speaker121_0010,0,111
2759,speaker170_0002,speaker170_0002,0,28
2760,speaker087_0001,speaker087_0001,1,79
2761,speaker036_0044,speaker089_0000,0,26
2762,speaker180_0004,speaker180_0004,1,21
2763,speaker323_0011,speaker323_0009,0,18
2764,speaker030_0014,speaker030_0010,0,21
2765,speaker082_0000,speaker082_0000,1,34
2766,speaker078_0001,speaker078_0001,1,7
2767,speaker312_0001,speaker312_0001,1,98
2768,speaker117_0001,speaker117_0001,1,27
2769,speaker239_0004,speaker239_0004,0,61
2770,speaker053_0001,speaker053_0006,0,27
2771,speaker294_0000,speaker286_0001,0,111
2772,speaker156_0001,speaker156_0001,1,74
2773,speaker035_0027,speaker035_0027,1,77
2774,speaker161_0007,speaker161_0007,1,42
2775,speaker219_0008,speaker219_0014,0,31
2776,speaker173_0007,speaker202_0026,0,81
2777,speaker078_0001,speaker078_0001,1,26
2778,speaker315_0023,speaker315_0009,0,132
2779,speaker072_0000,speaker072_0000,1,100
2780,speaker277_0010,speaker277_0010,1,36
2781,speaker030_0008,speaker030_0008,1,28
2782,speaker265_0002,speaker265_0000,0,25
2783,speaker037_0008,speaker037_0008,0,8
2784,speaker133_0002,speaker133_0002,1,8
2785,speaker279_0000,speaker279_0000,1,24
2786,speaker162_0002,speaker266_0000,0,16
2787,speaker236_0000,speaker236_0000,1,25
2788,speaker301_0001,speaker301_0001,0,5
2789,speaker225_0001,speaker225_0002,0,15
2790,speaker082_0000,speaker082_0000,1,9
2791,speaker122_0002,speaker122_0002,1,62
2792,speaker176_0001,speaker176_0001,1,3
2793,speaker140_0000,speaker140_0000,1,10
2794,speaker179_0000,speaker307_0000,0,33
2795,speaker239_0006,speaker239_0006,1,5
2796,speaker008_0011,speaker008_0027,0,268
2797,speaker054_0002,speaker054_0002,1,100
2798,speaker203_0008,speaker203_0008,0,58
2799,speaker140_0001,speaker140_0001,1,86
2800,speaker177_0001,speaker177_0001,1,30
2801,speaker216_0002,speaker216_0002,0,6
2802,speaker123_0000,speaker123_0000,1,13
2803,speaker320_0002,speaker320_0002,1,130
2804,speaker315_0019,speaker315_0019,1,59
2805,speaker244_0000,speaker244_0000,0,70
2806,speaker122_0002,speaker122_0002,1,57
2807,speaker084_0000,speaker084_0000,1,53
2808,speaker326_0035,speaker117_0000,0,111
2809,speaker220_0009,speaker259_0002,0,34
2810,speaker192_0011,speaker333_0001,0,50
2811,speaker255_0000,speaker255_0000,1,125
2812,speaker041_0002,speaker041_0002,1,15
2813,speaker091_0010,speaker091_0010,1,2
2814,speaker123_0002,speaker123_0001,0,29
2815,speaker044_0007,speaker271_0008,0,19
2816,speaker231_0001,speaker231_0001,0,88
2817,speaker104_0004,speaker104_0004,0,2
2818,speaker241_0002,speaker241_0000,0,8
2819,speaker289_0002,speaker015_0030,0,32
2820,speaker037_0002,speaker037_0002,0,11
2821,speaker331_0001,speaker331_0002,0,40
2822,speaker275_0008,speaker275_0008,1,116
2823,speaker326_0009,speaker239_0004,0,49
2824,speaker237_0005,speaker237_0005,0,9
2825,speaker096_0000,speaker096_0000,1,4
2826,speaker035_0010,speaker035_0010,1,21
2827,speaker038_0056,speaker038_0056,1,112
2828,speaker091_0013,speaker308_0004,0,46
2829,speaker203_0011,speaker203_0011,1,8
2830,speaker219_0006,speaker206_0001,0,61
2831,speaker271_0003,speaker271_0003,1,1
2832,speaker037_0036,speaker037_0036,0,27
2833,speaker179_0011,speaker301_0002,0,17
2834,speaker304_0009,speaker304_0015,0,98
2835,speaker087_0001,speaker044_0012,0,103
2836,speaker129_0000,speaker129_0000,1,40
2837,speaker038_0043,speaker038_0043,1,20
2838,speaker172_0000,speaker058_0022,0,57
2839,speaker289_0002,speaker124_0000,0,99
2840,speaker172_0001,speaker250_0002,0,99
2841,speaker175_0003,speaker175_0003,1,28
2842,speaker275_0022,speaker108_0000,0,38
2843,speaker133_0001,speaker133_0001,1,33
2844,speaker294_0000,speaker294_0000,1,103
2845,speaker308_0003,speaker308_0003,1,125
2846,speaker260_0010,speaker260_0017,0,126
2847,speaker053_0000,speaker053_0001,0,8
2848,speaker158_0001,speaker158_0001,1,53
2849,speaker203_0002,speaker203_0002,1,15
2850,speaker203_0002,speaker203_0002,1,8
2851,speaker041_0007,speaker041_0007,1,245
2852,speaker237_0002,speaker237_0002,1,65
2853,speaker137_0003,speaker137_0000,0,78
2854,speaker072_0000,speaker072_0000,1,154
2855,speaker132_0014,speaker132_0003,0,12
2856,speaker170_0001,speaker170_0000,0,109
2857,speaker333_0001,speaker333_0001,1,77
2858,speaker140_0000,speaker140_0000,1,21
2859,speaker058_0021,speaker058_0001,0,25
2860,speaker053_0001,speaker053_0001,1,26
2861,speaker083_0000,speaker083_0000,0,74
2862,speaker222_0006,speaker222_0006,1,4
2863,speaker133_0001,speaker133_0001,1,44
2864,speaker317_0002,speaker317_0002,1,63
2865,speaker107_0003,speaker107_0003,0,23
2866,speaker140_0002,speaker075_0005,0,31
2867,speaker180_0001,speaker180_0001,1,4
2868,speaker271_0023,speaker271_0023,1,1
2869,speaker213_0002,speaker213_0000,0,13
2870,speaker157_0002,speaker157_0002,1,24
2871,speaker294_0001,speaker294_0001,1,77
2872,speaker067_0001,speaker203_0011,0,33
2873,speaker123_0002,speaker123_0002,1,38
2874,speaker317_0006,speaker317_0006,0,33
2875,speaker324_0011,speaker120_0000,0,46
2876,speaker307_0002,speaker307_0002,1,68
2877,speaker107_0003,speaker107_0001,0,29
2878,speaker289_0003,speaker289_0003,1,5
2879,speaker115_0001,speaker115_0001,1,11
2880,speaker122_0002,speaker122_0002,1,56
2881,speaker123_0000,speaker123_0000,1,1
2882,speaker154_0007,speaker154_0007,0,14
2883,speaker121_0006,speaker121_0006,1,27
2884,speaker329_0007,speaker329_0000,0,165
2885,speaker015_0007,speaker015_0007,1,61
2886,speaker215_0004,speaker215_0004,1,123
2887,speaker172_0000,speaker172_0000,1,37
2888,speaker325_0005,speaker325_0008,0,77
2889,speaker265_0001,speaker226_0007,0,135
2890,speaker251_0011,speaker251_0011,1,20
2891,speaker329_0000,speaker175_0002,0,111
2892,speaker237_0000,speaker237_0000,0,86
2893,speaker195_0004,speaker151_0002,0,146
2894,speaker203_0006,speaker203_0006,1,2
2895,speaker091_0008,speaker091_0018,0,23
2896,speaker089_0000,speaker096_0006,0,1
2897,speaker239_0001,speaker082_0000,0,71
2898,speaker304_0006,speaker304_0006,1,92
2899,speaker269_0000,speaker269_0000,0,30
2900,speaker260_0002,speaker260_0005,0,9
2901,speaker248_0021,speaker248_0021,1,57
2902,speaker225_0002,speaker225_0002,0,27
2903,speaker260_0019,speaker260_0019,1,119
2904,speaker087_0001,speaker087_0001,1,91
2905,speaker132_0010,speaker008_0023,0,37
2906,speaker053_0002,speaker053_0002,0,87
2907,speaker317_0006,speaker236_0000,0,81
2908,speaker190_0000,speaker190_0004,0,75
2909,speaker259_0000,speaker259_0001,0,104
2910,speaker240_0002,speaker240_0006,0,40
2911,speaker312_0012,speaker312_0012,1,105
2912,speaker151_0000,speaker151_0000,1,11
2913,speaker271_0020,speaker271_0020,1,190
2914,speaker130_0004,speaker130_0004,1,14
2915,speaker222_0006,speaker222_0006,1,160
2916,speaker312_0010,speaker312_0010,1,18
2917,speaker044_0000,speaker044_0015,0,9
2918,speaker085_0000,speaker085_0000,0,54
2919,speaker156_0001,speaker156_0001,1,158
2920,speaker231_0001,speaker231_0001,0,123
2921,speaker058_0017,speaker058_0023,0,38
2922,speaker304_0003,speaker167_0001,0,14
2923,speaker176_0000,speaker167_0001,0,64
2924,speaker173_0002,speaker173_0002,1,35
2925,speaker021_0007,speaker021_0001,0,17
2926,speaker108_0000,speaker108_0000,1,13
2927,speaker121_0001,speaker121_0008,0,10
2928,speaker177_0000,speaker177_0002,0,1
2929,speaker244_0000,speaker021_0000,0,8
2930,speaker060_0003,speaker060_0003,1,20
2931,speaker128_0000,speaker183_0001,0,50
2932,speaker085_0000,speaker085_0000,1,23
2933,speaker105_0000,speaker105_0000,0,41
2934,speaker322_0000,speaker322_0000,1,43
2935,speaker301_0000,speaker034_0016,0,22
2936,speaker054_0001,speaker054_0001,1,125
2937,speaker281_0048,speaker281_0047,0,65
2938,speaker304_0001,speaker054_0019,0,80
2939,speaker331_0001,speaker332_0002,0,8
2940,speaker229_0003,speaker229_0000,0,6
2941,speaker101_0001,speaker101_0000,0,62
2942,speaker220_0003,speaker220_0013,0,62
2943,speaker226_0008,speaker226_0008,1,97
2944,speaker332_0008,speaker332_0008,1,35
2945,speaker128_0000,speaker128_0001,0,2
2946,speaker115_0001,speaker120_0000,0,12
2947,speaker132_0008,speaker132_0009,0,33
2948,speaker107_0000,speaker186_0011,0,81
2949,speaker271_0006,speaker271_0006,1,69
2950,speaker192_0020,speaker192_0002,0,242
2951,speaker132_0005,speaker132_0005,1,11
2952,speaker043_0007,speaker043_0007,1,67
2953,speaker195_0002,speaker173_0014,0,49
2954,speaker078_0001,speaker216_0004,0,86
2955,speaker307_0004,speaker307_0004,1,33
2956,speaker279_0003,speaker279_0003,0,14
2957,speaker101_0001,speaker101_0001,1,12
2958,speaker251_0009,speaker206_0008,0,4
2959,speaker170_0001,speaker170_0001,1,67
2960,speaker053_0001,speaker067_0001,0,71
2961,speaker105_0000,speaker105_0000,1,4
2962,speaker121_0007,speaker121_0007,1,56
2963,speaker180_0000,speaker180_0000,1,24
2964,speaker225_0001,speaker225_0000,0,110
2965,speaker153_0011,speaker153_0011,1,26
2966,speaker097_0001,speaker097_0001,0,22
2967,speaker160_0001,speaker160_0001,1,25
2968,speaker222_0016,speaker222_0016,1,37
2969,speaker221_0005,speaker221_0005,0,36
2970,speaker329_0005,speaker329_0005,1,22
2971,speaker030_0000,speaker115_0000,0,23
2972,speaker331_0002,speaker331_0002,1,56
2973,speaker226_0006,speaker082_0000,0,48
2974,speaker331_0002,speaker331_0002,1,99
2975,speaker105_0000,speaker105_0000,1,40
2976,speaker123_0001,speaker173_0013,0,27
2977,speaker220_0004,speaker220_0004,0,28
2978,speaker120_0001,speaker140_0000,0,30
2979,speaker037_0049,speaker281_0019,0,100
2980,speaker284_0000,speaker284_0002,0,93
2981,speaker226_0031,speaker226_0031,1,159
2982,speaker120_0001,speaker120_0001,0,10
2983,speaker221_0007,speaker221_0007,1,22
2984,speaker214_0002,speaker214_0002,0,0
2985,speaker108_0000,speaker108_0000,1,1
2986,speaker175_0002,speaker053_0000,0,20
2987,speaker075_0002,speaker121_0011,0,37
2988,speaker162_0005,speaker162_0005,0,6
2989,speaker156_0000,speaker156_0000,1,72
2990,speaker286_0000,speaker286_0000,1,26
2991,speaker190_0004,speaker190_0004,1,67
2992,speaker237_0002,speaker237_0004,0,75
2993,speaker157_0004,speaker157_0004,1,21
2994,speaker240_0002,speaker240_0002,0,96
2995,speaker151_0001,speaker151_0001,1,37
2996,speaker117_0002,speaker117_0002,1,55
2997,speaker085_0000,speaker085_0000,0,32
2998,speaker130_0004,speaker130_0004,1,34
2999,speaker322_0002,speaker322_0002,0,53
3000,speaker142_0004,speaker142_0001,0,19
3001,speaker170_0002,speaker170_0002,0,61
3002,speaker124_0000,speaker324_0007,0,49
3003,speaker122_0000,speaker060_0002,0,63
3004,speaker180_0003,speaker122_0002,0,59
3005,speaker243_0003,speaker243_0003,1,56
3006,speaker101_0001,speaker101_0001,1,27
3007,speaker105_0000,speaker105_0000,0,15
3008,speaker108_0000,speaker108_0000,1,23
3009,speaker041_0010,speaker041_0010,1,6
3010,speaker252_0021,speaker252_0003,0,37
3011,speaker279_0002,speaker279_0000,0,26
3012,speaker307_0003,speaker307_0001,0,19
3013,speaker128_0001,speaker192_0006,0,1
3014,speaker084_0000,speaker133_0003,0,23
3015,speaker327_0006,speaker215_0000,0,121
3016,speaker317_0005,speaker317_0005,1,185
3017,speaker237_0003,speaker132_0001,0,32
3018,speaker142_0001,speaker222_0009,0,29
3019,speaker128_0000,speaker128_0000,1,55
3020,speaker203_0007,speaker203_0010,0,49
3021,speaker079_0000,speaker079_0000,0,24
3022,speaker122_0000,speaker122_0000,1,64
3023,speaker334_0004,speaker334_0004,1,135
3024,speaker072_0000,speaker072_0000,1,153
3025,speaker320_0001,speaker320_0001,1,62
3026,speaker190_0004,speaker269_0000,0,33
3027,speaker131_0001,speaker131_0001,1,9
3028,speaker281_0003,speaker322_0000,0,168
3029,speaker209_0000,speaker209_0000,1,100
3030,speaker108_0000,speaker108_0000,1,15
3031,speaker323_0005,speaker323_0005,1,88
3032,speaker329_0006,speaker329_0006,1,65
3033,speaker008_0014,speaker008_0014,0,89
3034,speaker203_0007,speaker203_0007,1,1
3035,speaker084_0000,speaker115_0001,0,42
3036,speaker156_0000,speaker156_0000,0,251
3037,speaker186_0011,speaker186_0011,1,62
3038,speaker122_0001,speaker122_0001,0,76
3039,speaker304_0002,speaker304_0011,0,10
3040,speaker265_0001,speaker265_0001,1,65
3041,speaker072_0000,speaker072_0000,1,85
3042,speaker097_0002,speaker097_0002,1,88
3043,speaker171_0006,speaker096_0001,0,48
3044,speaker030_0009,speaker324_0001,0,82
3045,speaker200_0001,speaker200_0001,1,87
3046,speaker167_0000,speaker167_0000,1,13
3047,speaker216_0004,speaker216_0004,0,32
3048,speaker326_0016,speaker326_0016,1,113
3049,speaker021_0002,speaker021_0002,0,9
3050,speaker312_0014,speaker312_0014,1,66
3051,speaker255_0002,speaker255_0001,0,107
3052,speaker162_0002,speaker162_0002,1,37
3053,speaker202_0003,speaker053_0000,0,21
