,video,audio,label,center
1700,speaker110_0000,speaker110_0000,1,22
1701,speaker080_0000,speaker080_0000,1,13
1702,speaker273_0007,speaker273_0007,1,3
1703,speaker095_0000,speaker095_0000,0,65
1704,speaker314_0006,speaker314_0006,1,126
1705,speaker059_0001,speaker059_0001,1,56
1706,speaker256_0003,speaker256_0000,0,28
1707,speaker188_0007,speaker188_0007,1,83
1708,speaker164_0001,speaker283_0001,0,26
1709,speaker224_0003,speaker224_0007,0,1
1710,speaker141_0003,speaker141_0003,1,37
1711,speaker150_0000,speaker150_0001,0,16
1712,speaker185_0012,speaker185_0008,0,173
1713,speaker197_0007,speaker197_0007,1,30
1714,speaker196_0001,speaker196_0001,1,47
1715,speaker310_0003,speaker310_0003,1,13
1716,speaker287_0003,speaker287_0003,1,32
1717,speaker126_0001,speaker126_0002,0,2
1718,speaker278_0001,speaker278_0001,0,25
1719,speaker069_0003,speaker069_0003,1,52
1720,speaker274_0004,speaker274_0010,0,164
1721,speaker169_0002,speaker169_0002,1,14
1722,speaker302_0003,speaker164_0001,0,86
1723,speaker055_0042,speaker055_0042,1,2
1724,speaker148_0000,speaker148_0000,0,83
1725,speaker305_0002,speaker305_0001,0,39
1726,speaker291_0000,speaker291_0003,0,130
1727,speaker148_0001,speaker148_0000,0,20
1728,speaker230_0005,speaker230_0005,1,57
1729,speaker191_0023,speaker191_0023,1,70
1730,speaker224_0024,speaker196_0001,0,158
1731,speaker328_0001,speaker267_0001,0,27
1732,speaker299_0005,speaker299_0005,0,0
1733,speaker076_0004,speaker076_0004,1,53
1734,speaker040_0000,speaker328_0004,0,16
1735,speaker283_0001,speaker283_0001,1,138
1736,speaker224_0003,speaker224_0034,0,5
1737,speaker139_0009,speaker139_0012,0,56
1738,speaker319_0003,speaker319_0003,1,8
1739,speaker223_0040,speaker174_0000,0,63
1740,speaker150_0000,speaker150_0000,1,20
1741,speaker328_0005,speaker328_0005,1,4
1742,speaker092_0000,speaker092_0000,1,30
1743,speaker261_0000,speaker261_0000,0,23
1744,speaker224_0031,speaker224_0031,1,59
1745,speaker218_0002,speaker218_0002,1,31
1746,speaker092_0001,speaker092_0001,1,120
1747,speaker204_0000,speaker059_0001,0,69
1748,speaker028_0002,speaker028_0002,0,158
1749,speaker223_0025,speaker223_0025,1,68
1750,speaker246_0000,speaker246_0000,1,20
1751,speaker102_0000,speaker102_0000,0,10
1752,speaker285_0005,speaker285_0005,1,72
1753,speaker111_0004,speaker111_0002,0,16
1754,speaker210_0001,speaker210_0001,1,90
1755,speaker146_0000,speaker146_0000,1,17
1756,speaker290_0001,speaker290_0001,1,89
1757,speaker102_0000,speaker102_0000,1,57
1758,speaker148_0000,speaker148_0000,1,8
1759,speaker059_0004,speaker059_0001,0,75
1760,speaker298_0002,speaker298_0002,1,112
1761,speaker291_0002,speaker291_0002,0,11
1762,speaker074_0007,speaker074_0007,1,19
1763,speaker095_0000,speaker095_0000,1,9
1764,speaker150_0001,speaker150_0001,0,12
1765,speaker110_0000,speaker299_0006,0,7
1766,speaker261_0000,speaker261_0000,1,18
1767,speaker062_0000,speaker062_0000,0,98
1768,speaker005_0041,speaker005_0041,1,117
1769,speaker264_0001,speaker264_0001,0,4
1770,speaker283_0000,speaker283_0002,0,75
1771,speaker313_0003,speaker313_0007,0,90
1772,speaker280_0001,speaker138_0020,0,132
1773,speaker106_0003,speaker106_0002,0,57
1774,speaker204_0001,speaker204_0001,0,29
1775,speaker302_0003,speaker302_0002,0,36
1776,speaker296_0005,speaker296_0005,0,56
1777,speaker080_0000,speaker080_0000,1,8
1778,speaker247_0000,speaker247_0000,1,10
1779,speaker299_0003,speaker299_0003,1,192
1780,speaker139_0006,speaker139_0006,1,100
1781,speaker139_0009,speaker139_0009,1,1
1782,speaker299_0005,speaker278_0001,0,14
1783,speaker242_0003,speaker242_0003,0,22
1784,speaker004_0015,speaker004_0015,1,17
1785,speaker235_0001,speaker235_0000,0,3
1786,speaker246_0001,speaker246_0001,1,112
1787,speaker256_0002,speaker256_0002,0,85
1788,speaker057_0028,speaker057_0026,0,57
1789,speaker111_0004,speaker111_0004,0,126
1790,speaker168_0000,speaker168_0000,1,12
1791,speaker073_0000,speaker073_0000,1,114
1792,speaker141_0005,speaker052_0026,0,0
1793,speaker306_0003,speaker306_0003,1,51
1794,speaker135_0001,speaker135_0000,0,22
1795,speaker258_0014,speaker258_0011,0,140
1796,speaker193_0002,speaker193_0002,1,34
1797,speaker006_0012,speaker006_0012,1,34
1798,speaker267_0000,speaker267_0000,1,15
1799,speaker138_0034,speaker138_0034,1,51
1800,speaker191_0000,speaker191_0000,1,97
1801,speaker311_0000,speaker150_0001,0,50
1802,speaker210_0002,speaker210_0001,0,4
1803,speaker303_0003,speaker313_0005,0,45
1804,speaker228_0001,speaker228_0001,1,97
1805,speaker262_0000,speaker262_0000,1,37
1806,speaker076_0004,speaker076_0004,1,106
1807,speaker311_0001,speaker247_0004,0,42
1808,speaker224_0003,speaker224_0003,1,21
1809,speaker014_0002,speaker014_0002,0,61
1810,speaker223_0024,speaker223_0006,0,116
1811,speaker016_0008,speaker016_0008,0,123
1812,speaker212_0027,speaker300_0000,0,193
1813,speaker328_0004,speaker328_0004,0,64
1814,speaker147_0001,speaker147_0001,1,36
1815,speaker071_0001,speaker071_0001,1,15
1816,speaker224_0018,speaker287_0002,0,14
1817,speaker188_0006,speaker188_0006,1,10
1818,speaker184_0015,speaker184_0015,0,4
1819,speaker127_0004,speaker074_0022,0,25
1820,speaker048_0023,speaker048_0009,0,61
1821,speaker076_0004,speaker300_0000,0,41
1822,speaker068_0013,speaker068_0013,1,13
1823,speaker306_0001,speaker306_0001,1,97
1824,speaker299_0000,speaker309_0003,0,78
1825,speaker321_0001,speaker321_0001,1,28
1826,speaker328_0005,speaker272_0001,0,73
1827,speaker057_0018,speaker057_0023,0,93
1828,speaker028_0009,speaker028_0009,1,31
1829,speaker092_0001,speaker110_0000,0,126
1830,speaker049_0019,speaker049_0019,1,26
1831,speaker074_0026,speaker135_0001,0,66
1832,speaker298_0009,speaker298_0009,0,0
1833,speaker299_0002,speaker299_0002,0,16
1834,speaker198_0002,speaker198_0002,1,25
1835,speaker280_0000,speaker280_0000,1,38
1836,speaker185_0001,speaker061_0032,0,86
1837,speaker185_0001,speaker185_0001,1,23
1838,speaker068_0010,speaker068_0016,0,48
1839,speaker234_0025,speaker234_0004,0,23
1840,speaker047_0000,speaker047_0000,1,29
1841,speaker310_0007,speaker310_0007,1,73
1842,speaker235_0001,speaker235_0001,0,15
1843,speaker314_0013,speaker314_0013,1,14
1844,speaker268_0002,speaker268_0002,1,2
1845,speaker163_0001,speaker163_0001,1,13
1846,speaker310_0006,speaker310_0006,1,98
1847,speaker147_0001,speaker147_0001,1,46
1848,speaker262_0000,speaker228_0001,0,2
1849,speaker254_0002,speaker287_0002,0,85
1850,speaker274_0013,speaker274_0013,1,42
1851,speaker283_0003,speaker283_0001,0,56
1852,speaker205_0000,speaker205_0000,0,64
1853,speaker199_0005,speaker199_0005,1,56
1854,speaker261_0000,speaker261_0000,1,9
1855,speaker039_0005,speaker039_0005,0,6
1856,speaker297_0003,speaker297_0003,1,112
1857,speaker193_0002,speaker193_0002,0,41
1858,speaker141_0000,speaker141_0001,0,138
1859,speaker208_0019,speaker208_0019,1,30
1860,speaker280_0002,speaker280_0000,0,13
1861,speaker295_0000,speaker295_0000,1,105
1862,speaker328_0002,speaker328_0002,1,11
1863,speaker223_0003,speaker223_0003,1,17
1864,speaker164_0002,speaker164_0000,0,8
1865,speaker004_0004,speaker004_0004,1,66
1866,speaker076_0004,speaker188_0006,0,11
1867,speaker052_0012,speaker052_0012,0,3
1868,speaker232_0001,speaker232_0001,0,22
1869,speaker318_0001,speaker318_0001,0,29
1870,speaker092_0002,speaker092_0002,1,78
1871,speaker164_0000,speaker164_0000,1,17
1872,speaker106_0004,speaker106_0004,1,5
1873,speaker006_0016,speaker006_0016,1,55
1874,speaker208_0027,speaker208_0027,1,27
1875,speaker319_0000,speaker228_0001,0,238
1876,speaker055_0010,speaker055_0010,1,84
1877,speaker103_0005,speaker103_0005,0,45
1878,speaker155_0002,speaker145_0001,0,35
1879,speaker228_0001,speaker228_0001,0,65
1880,speaker287_0003,speaker287_0003,1,41
1881,speaker268_0002,speaker268_0002,0,38
1882,speaker189_0005,speaker189_0009,0,39
1883,speaker287_0002,speaker287_0002,1,30
1884,speaker164_0005,speaker164_0005,1,19
1885,speaker199_0001,speaker270_0010,0,27
1886,speaker076_0004,speaker076_0004,1,102
1887,speaker267_0000,speaker267_0000,1,9
1888,speaker313_0003,speaker313_0003,0,86
1889,speaker039_0000,speaker039_0000,1,1
1890,speaker116_0000,speaker116_0000,0,7
1891,speaker257_0005,speaker257_0005,1,76
1892,speaker059_0002,speaker059_0000,0,21
1893,speaker006_0017,speaker319_0002,0,78
1894,speaker005_0023,speaker005_0023,1,32
1895,speaker287_0003,speaker287_0003,1,93
1896,speaker146_0002,speaker146_0002,0,69
1897,speaker218_0009,speaker218_0000,0,39
1898,speaker092_0000,speaker092_0000,0,38
1899,speaker159_0000,speaker016_0003,0,27
1900,speaker282_0005,speaker282_0005,1,10
1901,speaker228_0001,speaker274_0000,0,105
1902,speaker280_0002,speaker280_0002,1,9
1903,speaker057_0031,speaker057_0006,0,30
1904,speaker048_0006,speaker048_0006,1,19
1905,speaker296_0001,speaker296_0001,1,10
1906,speaker028_0013,speaker028_0013,1,86
1907,speaker134_0000,speaker113_0000,0,0
1908,speaker066_0015,speaker066_0015,1,65
1909,speaker056_0018,speaker254_0004,0,102
1910,speaker257_0010,speaker257_0010,0,15
1911,speaker309_0003,speaker309_0003,1,33
1912,speaker280_0000,speaker280_0001,0,38
1913,speaker272_0001,speaker272_0001,1,88
1914,speaker319_0000,speaker328_0002,0,16
1915,speaker071_0001,speaker071_0001,1,92
1916,speaker184_0018,speaker184_0018,1,62
1917,speaker069_0002,speaker235_0000,0,83
1918,speaker210_0002,speaker210_0001,0,14
1919,speaker145_0003,speaker145_0003,1,245
1920,speaker061_0045,speaker305_0000,0,38
1921,speaker006_0010,speaker006_0010,1,16
1922,speaker302_0000,speaker302_0004,0,12
1923,speaker285_0007,speaker285_0007,1,59
1924,speaker149_0000,speaker149_0000,0,10
1925,speaker305_0001,speaker305_0000,0,18
1926,speaker155_0006,speaker155_0006,1,13
1927,speaker218_0003,speaker218_0005,0,9
1928,speaker111_0000,speaker111_0000,1,63
1929,speaker232_0000,speaker232_0001,0,52
1930,speaker077_0004,speaker077_0006,0,33
1931,speaker205_0001,speaker205_0002,0,11
1932,speaker316_0003,speaker316_0003,1,204
1933,speaker305_0001,speaker305_0001,0,7
1934,speaker246_0000,speaker246_0000,1,47
1935,speaker228_0001,speaker228_0001,1,93
1936,speaker267_0001,speaker267_0001,0,16
1937,speaker018_0015,speaker018_0012,0,88
1938,speaker046_0000,speaker046_0006,0,38
1939,speaker285_0007,speaker285_0005,0,44
1940,speaker135_0001,speaker135_0001,0,13
1941,speaker069_0001,speaker069_0002,0,80
1942,speaker309_0001,speaker309_0001,1,10
1943,speaker218_0004,speaker257_0009,0,13
1944,speaker112_0001,speaker112_0000,0,36
1945,speaker196_0000,speaker196_0000,1,30
1946,speaker066_0013,speaker066_0013,0,33
1947,speaker230_0005,speaker230_0005,1,61
1948,speaker018_0000,speaker018_0000,0,7
1949,speaker090_0000,speaker090_0000,1,4
1950,speaker208_0016,speaker208_0016,0,64
1951,speaker290_0001,speaker290_0001,0,34
1952,speaker249_0000,speaker249_0000,1,41
1953,speaker318_0000,speaker318_0000,1,93
1954,speaker094_0016,speaker094_0016,1,18
1955,speaker302_0002,speaker302_0004,0,51
1956,speaker152_0005,speaker152_0005,1,34
1957,speaker299_0006,speaker299_0005,0,40
1958,speaker146_0001,speaker146_0001,0,39
1959,speaker318_0000,speaker318_0000,1,15
1960,speaker163_0001,speaker106_0004,0,3
1961,speaker189_0004,speaker189_0004,1,20
1962,speaker112_0000,speaker112_0000,0,11
1963,speaker313_0005,speaker313_0005,1,34
1964,speaker314_0007,speaker314_0007,0,107
1965,speaker283_0000,speaker184_0003,0,76
1966,speaker234_0006,speaker234_0006,1,53
1967,speaker112_0000,speaker318_0000,0,117
1968,speaker296_0003,speaker296_0003,1,15
1969,speaker047_0022,speaker047_0023,0,13
1970,speaker204_0000,speaker204_0000,1,6
1971,speaker169_0002,speaker169_0002,0,60
1972,speaker191_0009,speaker191_0009,0,97
1973,speaker258_0011,speaker258_0011,1,117
1974,speaker109_0001,speaker109_0001,1,6
1975,speaker263_0001,speaker263_0001,1,22
1976,speaker313_0001,speaker313_0001,1,48
1977,speaker191_0034,speaker191_0034,0,45
1978,speaker138_0023,speaker138_0023,1,58
1979,speaker227_0001,speaker227_0001,1,39
1980,speaker106_0001,speaker106_0000,0,58
1981,speaker300_0001,speaker300_0001,0,50
1982,speaker198_0000,speaker164_0005,0,12
1983,speaker146_0000,speaker227_0003,0,1
1984,speaker155_0005,speaker155_0005,1,136
1985,speaker169_0002,speaker169_0003,0,65
1986,speaker256_0000,speaker256_0000,1,79
1987,speaker302_0001,speaker302_0001,1,49
1988,speaker263_0001,speaker263_0000,0,8
1989,speaker234_0042,speaker283_0004,0,34
1990,speaker207_0002,speaker207_0003,0,83
1991,speaker316_0001,speaker316_0001,1,66
1992,speaker103_0006,speaker103_0004,0,43
1993,speaker228_0001,speaker185_0006,0,17
1994,speaker290_0000,speaker290_0000,1,7
1995,speaker299_0004,speaker299_0001,0,87
1996,speaker057_0028,speaker264_0003,0,41
1997,speaker227_0002,speaker227_0000,0,26
1998,speaker298_0004,speaker047_0020,0,53
1999,speaker103_0006,speaker103_0006,1,34
2000,speaker052_0006,speaker052_0006,1,8
2001,speaker270_0002,speaker270_0002,1,82
2002,speaker076_0004,speaker076_0004,1,42
2003,speaker145_0001,speaker145_0001,1,29
2004,speaker141_0005,speaker197_0004,0,34
2005,speaker005_0029,speaker005_0019,0,34
2006,speaker299_0000,speaker299_0000,1,35
2007,speaker066_0015,speaker066_0005,0,43
2008,speaker306_0000,speaker199_0005,0,153
2009,speaker095_0000,speaker095_0000,1,50
2010,speaker147_0002,speaker147_0002,1,55
2011,speaker297_0000,speaker297_0000,1,47
2012,speaker328_0002,speaker328_0005,0,23
2013,speaker118_0000,speaker273_0006,0,30
2014,speaker152_0004,speaker152_0006,0,14
2015,speaker134_0005,speaker134_0005,1,17
2016,speaker316_0006,speaker316_0007,0,113
2017,speaker047_0012,speaker047_0012,1,62
2018,speaker095_0000,speaker095_0000,1,63
2019,speaker062_0000,speaker062_0000,1,130
2020,speaker280_0002,speaker280_0002,0,62
2021,speaker313_0009,speaker313_0009,1,163
2022,speaker174_0000,speaker283_0002,0,59
2023,speaker310_0003,speaker310_0003,1,5
2024,speaker159_0000,speaker280_0002,0,15
2025,speaker204_0001,speaker204_0001,1,2
2026,speaker147_0001,speaker147_0001,1,39
2027,speaker297_0000,speaker297_0008,0,57
2028,speaker316_0010,speaker316_0010,0,3
2029,speaker201_0014,speaker201_0007,0,19
2030,speaker280_0002,speaker280_0002,1,86
2031,speaker118_0000,speaker118_0000,0,20
2032,speaker018_0012,speaker018_0008,0,118
2033,speaker292_0003,speaker292_0013,0,101
2034,speaker207_0001,speaker207_0001,1,123
2035,speaker313_0008,speaker313_0008,1,14
2036,speaker164_0006,speaker164_0006,1,18
2037,speaker201_0011,speaker201_0011,1,75
2038,speaker077_0003,speaker077_0003,0,41
2039,speaker048_0036,speaker319_0001,0,24
2040,speaker313_0002,speaker313_0002,1,2
2041,speaker145_0000,speaker145_0000,1,127
2042,speaker291_0001,speaker291_0000,0,136
2043,speaker256_0003,speaker256_0003,1,48
2044,speaker073_0000,speaker073_0000,0,69
2045,speaker191_0001,speaker005_0022,0,121
2046,speaker143_0009,speaker143_0009,1,39
2047,speaker303_0000,speaker116_0000,0,18
2048,speaker134_0001,speaker134_0001,1,20
2049,speaker278_0001,speaker278_0000,0,10
2050,speaker187_0000,speaker187_0000,0,5
2051,speaker066_0011,speaker287_0002,0,159
2052,speaker223_0039,speaker223_0039,1,91
2053,speaker296_0005,speaker296_0005,1,84
2054,speaker193_0004,speaker193_0004,1,18
2055,speaker305_0002,speaker118_0000,0,44
2056,speaker258_0017,speaker258_0017,1,52
2057,speaker218_0008,speaker218_0008,1,31
2058,speaker052_0020,speaker052_0025,0,17
2059,speaker292_0011,speaker292_0011,0,0
2060,speaker136_0000,speaker136_0001,0,30
2061,speaker198_0004,speaker198_0004,1,24
2062,speaker302_0001,speaker302_0001,1,30
2063,speaker242_0002,speaker242_0002,1,47
2064,speaker147_0000,speaker147_0000,0,26
2065,speaker005_0003,speaker005_0003,1,3
2066,speaker111_0003,speaker163_0006,0,91
2067,speaker224_0003,speaker224_0003,1,52
2068,speaker111_0002,speaker111_0002,0,97
2069,speaker207_0002,speaker207_0002,1,69
2070,speaker292_0013,speaker292_0013,1,41
2071,speaker298_0000,speaker298_0000,1,87
2072,speaker287_0003,speaker014_0010,0,72
2073,speaker056_0020,speaker056_0020,0,25
2074,speaker146_0001,speaker146_0002,0,18
2075,speaker254_0002,speaker254_0002,1,68
2076,speaker090_0000,speaker090_0000,0,132
2077,speaker049_0065,speaker049_0065,1,10
2078,speaker302_0004,speaker302_0004,0,55
2079,speaker292_0013,speaker292_0013,1,83
2080,speaker305_0002,speaker305_0002,1,76
2081,speaker103_0001,speaker103_0004,0,9
2082,speaker146_0002,speaker146_0002,1,28
2083,speaker049_0017,speaker049_0017,0,0
2084,speaker291_0001,speaker291_0001,0,52
2085,speaker155_0001,speaker155_0001,1,28
2086,speaker094_0008,speaker094_0004,0,48
2087,speaker290_0001,speaker039_0004,0,34
2088,speaker005_0018,speaker005_0018,1,24
2089,speaker199_0005,speaker199_0003,0,23
2090,speaker127_0000,speaker127_0000,1,102
2091,speaker258_0001,speaker258_0001,0,98
2092,speaker134_0003,speaker134_0003,1,63
2093,speaker006_0015,speaker006_0015,1,162
2094,speaker188_0007,speaker188_0007,1,127
2095,speaker227_0003,speaker227_0003,1,6
2096,speaker309_0001,speaker309_0005,0,57
2097,speaker006_0014,speaker006_0014,1,79
2098,speaker205_0000,speaker205_0002,0,47
2099,speaker278_0000,speaker278_0000,1,38
2100,speaker069_0000,speaker069_0000,1,64
2101,speaker116_0000,speaker116_0000,1,14
2102,speaker144_0000,speaker144_0000,1,101
2103,speaker134_0001,speaker134_0001,1,21
2104,speaker118_0000,speaker118_0000,1,15
2105,speaker314_0011,speaker314_0011,1,70
2106,speaker144_0002,speaker144_0000,0,42
2107,speaker095_0000,speaker095_0000,1,139
2108,speaker300_0001,speaker300_0001,1,13
2109,speaker285_0001,speaker285_0001,1,91
2110,speaker110_0000,speaker110_0000,0,41
2111,speaker212_0025,speaker212_0025,1,108
2112,speaker274_0002,speaker040_0007,0,111
2113,speaker046_0000,speaker282_0015,0,37
2114,speaker076_0004,speaker076_0004,0,81
2115,speaker297_0008,speaker297_0008,1,54
2116,speaker232_0001,speaker232_0001,1,37
2117,speaker232_0001,speaker232_0001,1,10
2118,speaker218_0000,speaker218_0000,0,85
2119,speaker109_0001,speaker109_0001,1,40
2120,speaker166_0003,speaker282_0006,0,18
2121,speaker313_0006,speaker313_0007,0,49
2122,speaker073_0000,speaker073_0000,1,3
2123,speaker141_0000,speaker141_0000,0,60
2124,speaker048_0041,speaker048_0041,1,89
2125,speaker283_0000,speaker283_0000,1,23
2126,speaker188_0000,speaker188_0000,1,48
2127,speaker155_0000,speaker168_0000,0,9
2128,speaker146_0002,speaker146_0002,0,91
2129,speaker112_0001,speaker112_0000,0,0
2130,speaker273_0005,speaker052_0010,0,202
2131,speaker314_0005,speaker328_0002,0,84
2132,speaker319_0002,speaker319_0002,0,67
2133,speaker048_0031,speaker048_0031,1,50
2134,speaker280_0000,speaker280_0000,1,26
2135,speaker077_0001,speaker077_0001,1,66
2136,speaker306_0003,speaker306_0000,0,9
2137,speaker274_0016,speaker306_0002,0,41
2138,speaker205_0000,speaker205_0000,1,66
2139,speaker127_0004,speaker127_0004,1,23
2140,speaker247_0001,speaker090_0000,0,57
2141,speaker297_0000,speaker310_0008,0,126
2142,speaker306_0000,speaker306_0000,0,75
2143,speaker319_0002,speaker319_0002,0,143
2144,speaker280_0002,speaker280_0000,0,105
2145,speaker006_0022,speaker006_0022,1,54
2146,speaker291_0000,speaker291_0000,1,178
2147,speaker106_0000,speaker106_0000,1,176
2148,speaker282_0009,speaker282_0014,0,178
2149,speaker232_0001,speaker235_0000,0,17
2150,speaker014_0003,speaker014_0003,1,128
2151,speaker135_0000,speaker069_0002,0,92
2152,speaker056_0012,speaker056_0016,0,3
2153,speaker112_0001,speaker112_0001,0,24
2154,speaker057_0022,speaker057_0022,1,48
2155,speaker319_0001,speaker319_0001,1,48
2156,speaker302_0003,speaker302_0003,1,128
2157,speaker102_0001,speaker102_0001,1,64
2158,speaker057_0001,speaker057_0001,1,27
2159,speaker224_0031,speaker224_0031,1,78
2160,speaker028_0005,speaker028_0007,0,3
2161,speaker296_0003,speaker296_0003,1,72
2162,speaker014_0001,speaker014_0015,0,114
2163,speaker048_0019,speaker048_0019,1,3
2164,speaker152_0003,speaker152_0007,0,57
2165,speaker262_0000,speaker262_0000,1,30
2166,speaker267_0000,speaker267_0000,1,28
2167,speaker303_0001,speaker303_0001,1,46
2168,speaker127_0002,speaker127_0002,1,8
2169,speaker210_0000,speaker112_0001,0,116
2170,speaker004_0049,speaker282_0003,0,40
2171,speaker102_0000,speaker102_0000,1,15
2172,speaker146_0000,speaker146_0000,0,12
2173,speaker300_0000,speaker300_0000,1,77
2174,speaker048_0001,speaker048_0004,0,58
2175,speaker198_0001,speaker071_0001,0,21
2176,speaker077_0003,speaker077_0003,1,72
2177,speaker046_0000,speaker046_0000,1,33
2178,speaker062_0004,speaker062_0004,1,21
2179,speaker164_0006,speaker164_0006,0,1
2180,speaker291_0002,speaker210_0001,0,67
2181,speaker257_0005,speaker257_0005,1,35
2182,speaker227_0003,speaker227_0003,1,38
2183,speaker208_0001,speaker208_0001,0,14
2184,speaker292_0016,speaker292_0016,1,113
2185,speaker313_0009,speaker309_0002,0,21
2186,speaker278_0000,speaker278_0000,1,41
2187,speaker046_0004,speaker046_0006,0,31
2188,speaker205_0002,speaker205_0002,1,7
2189,speaker136_0001,speaker136_0001,1,7
2190,speaker306_0002,speaker306_0000,0,115
2191,speaker234_0021,speaker234_0024,0,51
2192,speaker056_0019,speaker056_0019,0,58
2193,speaker254_0005,speaker254_0005,1,2
2194,speaker116_0000,speaker116_0000,1,17
2195,speaker152_0010,speaker152_0010,0,117
2196,speaker018_0009,speaker018_0009,0,4
2197,speaker302_0003,speaker302_0002,0,64
2198,speaker055_0033,speaker055_0033,1,10
2199,speaker049_0034,speaker049_0034,1,21
2200,speaker261_0000,speaker261_0000,1,2
2201,speaker056_0004,speaker201_0010,0,300
2202,speaker159_0000,speaker159_0000,1,13
2203,speaker196_0001,speaker196_0001,1,31
2204,speaker143_0011,speaker143_0011,0,14
2205,speaker212_0015,speaker212_0015,1,28
2206,speaker039_0005,speaker039_0005,1,0
2207,speaker295_0002,speaker295_0000,0,28
2208,speaker134_0002,speaker134_0005,0,12
2209,speaker311_0000,speaker311_0000,0,99
2210,speaker028_0005,speaker028_0005,1,63
2211,speaker230_0005,speaker230_0005,1,47
2212,speaker094_0015,speaker094_0015,1,0
2213,speaker188_0002,speaker188_0002,0,101
2214,speaker148_0000,speaker302_0000,0,47
2215,speaker224_0006,speaker224_0019,0,53
2216,speaker046_0006,speaker046_0006,0,14
2217,speaker094_0001,speaker094_0001,1,57
2218,speaker068_0006,speaker068_0006,1,57
2219,speaker018_0000,speaker018_0000,0,4
2220,speaker152_0006,speaker152_0004,0,14
2221,speaker155_0005,speaker155_0003,0,103
2222,speaker210_0000,speaker210_0000,1,43
2223,speaker169_0004,speaker169_0003,0,64
2224,speaker280_0001,speaker280_0001,1,110
2225,speaker185_0007,speaker185_0007,1,44
2226,speaker095_0000,speaker095_0000,0,82
2227,speaker193_0003,speaker073_0000,0,41
2228,speaker111_0005,speaker282_0006,0,12
2229,speaker039_0002,speaker039_0002,1,6
2230,speaker268_0002,speaker268_0002,1,14
2231,speaker092_0000,speaker092_0000,0,7
2232,speaker126_0001,speaker126_0001,1,14
2233,speaker291_0000,speaker257_0005,0,209
2234,speaker056_0003,speaker319_0000,0,41
2235,speaker297_0007,speaker297_0007,1,24
2236,speaker328_0001,speaker328_0004,0,26
2237,speaker145_0003,speaker145_0003,1,7
2238,speaker278_0001,speaker278_0001,0,15
2239,speaker148_0001,speaker148_0000,0,76
2240,speaker313_0009,speaker313_0009,1,104
2241,speaker146_0002,speaker146_0001,0,87
2242,speaker311_0000,speaker311_0001,0,106
2243,speaker055_0016,speaker055_0016,1,54
2244,speaker166_0010,speaker166_0010,1,142
2245,speaker199_0006,speaker199_0001,0,63
2246,speaker149_0000,speaker149_0000,1,11
2247,speaker267_0001,speaker267_0001,0,29
2248,speaker328_0002,speaker328_0002,1,21
2249,speaker103_0000,speaker103_0000,1,71
2250,speaker201_0011,speaker256_0002,0,65
2251,speaker155_0002,speaker055_0045,0,92
2252,speaker272_0000,speaker064_0001,0,116
2253,speaker039_0007,speaker039_0007,0,20
2254,speaker242_0000,speaker242_0000,1,49
2255,speaker232_0002,speaker232_0002,0,23
2256,speaker263_0001,speaker263_0001,1,26
2257,speaker164_0003,speaker164_0003,1,0
2258,speaker314_0006,speaker159_0000,0,23
2259,speaker205_0000,speaker205_0000,1,2
2260,speaker321_0003,speaker321_0002,0,39
2261,speaker147_0001,speaker147_0001,1,0
2262,speaker196_0000,speaker196_0000,0,25
2263,speaker309_0002,speaker309_0002,0,63
2264,speaker168_0001,speaker048_0029,0,21
2265,speaker292_0001,speaker292_0000,0,43
2266,speaker056_0014,speaker056_0012,0,61
2267,speaker196_0000,speaker196_0000,0,36
2268,speaker146_0000,speaker227_0002,0,18
2269,speaker064_0001,speaker064_0001,1,11
2270,speaker102_0000,speaker102_0000,1,43
2271,speaker258_0010,speaker258_0010,0,16
2272,speaker196_0000,speaker196_0000,1,39
2273,speaker218_0008,speaker218_0008,1,11
2274,speaker106_0004,speaker106_0004,1,40
2275,speaker287_0002,speaker287_0002,0,102
2276,speaker028_0003,speaker028_0003,1,30
2277,speaker270_0008,speaker270_0008,1,21
2278,speaker135_0001,speaker135_0001,1,7
2279,speaker305_0002,speaker305_0002,1,82
2280,speaker282_0000,speaker282_0000,1,67
2281,speaker102_0001,speaker102_0001,1,0
2282,speaker106_0004,speaker106_0004,0,44
2283,speaker148_0001,speaker148_0001,0,18
2284,speaker306_0000,speaker306_0000,0,31
2285,speaker061_0024,speaker061_0024,1,15
2286,speaker298_0001,speaker298_0001,1,19
2287,speaker047_0021,speaker254_0003,0,60
2288,speaker004_0012,speaker004_0012,1,114
2289,speaker169_0002,speaker169_0001,0,16
2290,speaker014_0000,speaker080_0000,0,20
2291,speaker249_0000,speaker249_0000,1,16
2292,speaker285_0002,speaker285_0002,0,66
2293,speaker095_0000,speaker095_0000,1,123
2294,speaker283_0000,speaker283_0000,0,87
2295,speaker196_0000,speaker196_0000,1,42
2296,speaker127_0002,speaker127_0002,1,38
2297,speaker141_0002,speaker141_0002,1,18
2298,speaker296_0003,speaker296_0003,1,85
2299,speaker189_0001,speaker189_0001,1,9
2300,speaker052_0003,speaker052_0003,0,19
2301,speaker145_0008,speaker145_0008,1,37
2302,speaker040_0001,speaker040_0001,1,83
2303,speaker261_0000,speaker057_0029,0,23
2304,speaker116_0000,speaker116_0000,1,36
2305,speaker134_0001,speaker134_0001,0,63
2306,speaker199_0006,speaker139_0007,0,12
2307,speaker184_0001,speaker184_0001,1,27
