,sampleID
1362,speaker002_0070
1363,speaker002_0071
1364,speaker002_0072
1365,speaker002_0073
1366,speaker002_0075
1367,speaker002_0076
1368,speaker002_0078
1369,speaker002_0079
1370,speaker002_0081
1371,speaker002_0082
1372,speaker002_0083
1373,speaker002_0084
1374,speaker002_0085
1375,speaker002_0086
1376,speaker002_0088
1377,speaker002_0089
1378,speaker002_0091
1379,speaker002_0096
1380,speaker002_0097
1381,speaker002_0099
1382,speaker002_0100
1383,speaker002_0101
1384,speaker002_0102
1385,speaker002_0103
1386,speaker002_0104
1387,speaker002_0108
1388,speaker002_0109
1389,speaker002_0110
1390,speaker002_0111
1391,speaker002_0113
1392,speaker002_0114
1393,speaker002_0115
1394,speaker002_0117
1395,speaker002_0118
1396,speaker002_0119
1397,speaker002_0120
1398,speaker002_0121
1399,speaker002_0122
1400,speaker002_0123
1401,speaker002_0124
1402,speaker002_0126
1403,speaker002_0128
1404,speaker002_0129
1405,speaker002_0130
1406,speaker002_0132
1407,speaker002_0134
1408,speaker002_0137
1409,speaker002_0138
1410,speaker002_0139
1411,speaker002_0141
1412,speaker002_0142
1413,speaker002_0143
1414,speaker002_0144
1415,speaker002_0145
1416,speaker002_0150
1417,speaker002_0152
1418,speaker002_0153
1419,speaker002_0154
1420,speaker002_0155
1421,speaker002_0158
1422,speaker002_0159
1423,speaker002_0160
1424,speaker002_0161
1425,speaker002_0162
1426,speaker002_0167
1427,speaker002_0168
1428,speaker002_0170
1429,speaker002_0172
1430,speaker002_0173
1431,speaker002_0175
1432,speaker002_0176
1433,speaker002_0177
1434,speaker002_0178
1435,speaker002_0179
1436,speaker002_0183
1437,speaker002_0185
1438,speaker002_0186
1439,speaker002_0187
1440,speaker002_0188
1441,speaker002_0191
1442,speaker002_0192
1443,speaker002_0193
1444,speaker002_0194
1445,speaker002_0195
1446,speaker002_0199
1447,speaker002_0200
1448,speaker002_0201
1449,speaker002_0202
1450,speaker002_0205
1451,speaker002_0206
1452,speaker002_0207
1453,speaker002_0208
1454,speaker002_0210
1455,speaker002_0212
1456,speaker002_0213
1457,speaker002_0214
1458,speaker002_0215
1459,speaker002_0216
1460,speaker002_0217
1461,speaker002_0218
1462,speaker002_0219
1463,speaker002_0223
1464,speaker002_0224
1465,speaker002_0225
1466,speaker002_0226
1467,speaker002_0227
1468,speaker002_0228
1469,speaker002_0230
1470,speaker002_0232
1471,speaker002_0237
1472,speaker002_0238
1473,speaker002_0239
1474,speaker002_0240
1475,speaker002_0241
1476,speaker002_0245
1477,speaker002_0246
1478,speaker002_0248
1479,speaker002_0249
1480,speaker002_0252
1481,speaker002_0253
1482,speaker002_0254
1483,speaker002_0255
1484,speaker002_0257
1485,speaker002_0260
1486,speaker002_0261
1487,speaker002_0262
1488,speaker002_0263
1489,speaker002_0265
1490,speaker002_0266
1491,speaker002_0267
1492,speaker002_0268
1493,speaker002_0271
1494,speaker002_0272
1495,speaker002_0274
1496,speaker002_0276
1497,speaker002_0278
1498,speaker002_0280
1499,speaker002_0283
1500,speaker002_0284
1501,speaker002_0285
1502,speaker002_0288
1503,speaker002_0289
1504,speaker002_0290
1505,speaker002_0291
1506,speaker002_0293
1507,speaker002_0294
1508,speaker002_0296
1509,speaker002_0297
1510,speaker002_0298
1511,speaker002_0299
1512,speaker002_0301
1513,speaker002_0303
1514,speaker002_0304
1515,speaker002_0305
1516,speaker002_0306
1517,speaker002_0308
1518,speaker002_0310
1519,speaker002_0311
1520,speaker002_0313
1521,speaker002_0314
1522,speaker002_0315
1523,speaker002_0316
1524,speaker002_0317
1525,speaker002_0318
1526,speaker002_0320
1527,speaker002_0321
1528,speaker002_0322
1529,speaker002_0325
1530,speaker002_0326
1531,speaker002_0327
1532,speaker002_0328
1533,speaker002_0329
1534,speaker002_0330
1535,speaker002_0332
1536,speaker002_0333
1537,speaker002_0334
1538,speaker002_0335
1539,speaker002_0336
1540,speaker002_0340
1541,speaker002_0341
1542,speaker002_0342
1543,speaker002_0343
1544,speaker002_0344
1545,speaker002_0345
1546,speaker002_0346
1547,speaker002_0347
1548,speaker002_0348
1549,speaker002_0349
1550,speaker002_0350
1551,speaker002_0351
1552,speaker002_0352
1553,speaker002_0353
1554,speaker002_0354
1555,speaker002_0356
1556,speaker002_0357
1557,speaker002_0358
1558,speaker002_0359
1559,speaker002_0360
1560,speaker002_0362
1561,speaker002_0363
1562,speaker002_0364
1563,speaker002_0365
1564,speaker002_0366
1565,speaker002_0367
1566,speaker002_0368
1567,speaker002_0370
1568,speaker002_0371
1569,speaker002_0372
1570,speaker002_0373
1571,speaker002_0375
1572,speaker002_0376
1573,speaker002_0377
1574,speaker002_0380
1575,speaker002_0381
1576,speaker002_0383
1577,speaker002_0384
1578,speaker002_0385
1579,speaker002_0386
1580,speaker002_0387
1581,speaker002_0388
1582,speaker002_0389
1583,speaker002_0390
1584,speaker002_0393
1585,speaker002_0394
1586,speaker002_0395
1587,speaker002_0396
1588,speaker002_0397
1589,speaker002_0399
1590,speaker002_0400
1591,speaker002_0402
1592,speaker002_0404
1593,speaker002_0407
1594,speaker002_0408
1595,speaker002_0409
1596,speaker002_0410
1597,speaker002_0411
1598,speaker002_0416
1599,speaker002_0417
1600,speaker002_0419
1601,speaker002_0420
1602,speaker002_0422
1603,speaker002_0423
1604,speaker002_0424
1605,speaker002_0427
1606,speaker002_0432
1607,speaker002_0433
1608,speaker002_0434
1609,speaker002_0435
1610,speaker002_0436
1611,speaker002_0438
1612,speaker002_0442
1613,speaker002_0443
1614,speaker002_0444
1615,speaker002_0445
1616,speaker002_0446
1617,speaker002_0447
1618,speaker002_0449
1619,speaker002_0450
1620,speaker002_0451
1621,speaker002_0452
1622,speaker002_0453
1623,speaker002_0455
1624,speaker002_0456
1625,speaker002_0458
1626,speaker002_0459
1627,speaker002_0461
1628,speaker002_0462
1629,speaker002_0463
1630,speaker002_0466
1631,speaker002_0467
1632,speaker002_0468
1633,speaker002_0469
1634,speaker002_0470
1635,speaker002_0471
1636,speaker002_0472
1637,speaker002_0473
1638,speaker002_0474
1639,speaker002_0475
1640,speaker002_0476
1641,speaker002_0480
1642,speaker002_0481
1643,speaker002_0482
1644,speaker002_0483
1645,speaker002_0484
1646,speaker002_0485
1647,speaker002_0486
1648,speaker002_0487
1649,speaker002_0489
1650,speaker002_0490
1651,speaker002_0491
1652,speaker002_0492
1653,speaker002_0493
1654,speaker002_0495
1655,speaker002_0497
1656,speaker002_0498
1657,speaker002_0500
1658,speaker002_0503
1659,speaker002_0504
1660,speaker002_0505
1661,speaker002_0506
1662,speaker002_0507
1663,speaker002_0508
1664,speaker002_0509
1665,speaker002_0510
1666,speaker002_0511
1667,speaker002_0512
1668,speaker002_0513
1669,speaker002_0514
1670,speaker002_0520
1671,speaker002_0521
1672,speaker002_0523
1673,speaker002_0524
1674,speaker002_0525
1675,speaker002_0526
1676,speaker002_0528
1677,speaker002_0529
1678,speaker002_0530
1679,speaker002_0533
1680,speaker002_0534
1681,speaker002_0538
1682,speaker002_0540
1683,speaker002_0542
1684,speaker002_0543
1685,speaker002_0544
1686,speaker002_0545
1687,speaker002_0546
1688,speaker002_0548
1689,speaker002_0551
1690,speaker002_0552
1691,speaker002_0558
1692,speaker002_0560
1693,speaker002_0561
1694,speaker002_0564
1695,speaker002_0565
1696,speaker002_0566
1697,speaker002_0567
1698,speaker002_0568
1699,speaker002_0570
1700,speaker002_0571
1701,speaker002_0572
1702,speaker002_0573
1703,speaker002_0574
1704,speaker002_0575
1705,speaker002_0577
1706,speaker002_0578
1707,speaker002_0579
1708,speaker002_0581
1709,speaker002_0582
1710,speaker002_0585
1711,speaker002_0586
1712,speaker002_0587
1713,speaker002_0588
1714,speaker002_0589
1715,speaker002_0590
1716,speaker002_0591
1717,speaker002_0592
1718,speaker002_0593
1719,speaker002_0595
1720,speaker002_0598
1721,speaker002_0600
1722,speaker002_0601
1723,speaker002_0602
1724,speaker002_0604
1725,speaker002_0605
1726,speaker002_0607
1727,speaker002_0608
1728,speaker002_0609
1729,speaker002_0610
1730,speaker002_0611
1731,speaker002_0612
1732,speaker002_0615
1733,speaker002_0616
1734,speaker002_0618
1735,speaker002_0619
1736,speaker002_0620
1737,speaker002_0622
1738,speaker002_0625
1739,speaker002_0626
1740,speaker002_0627
1741,speaker002_0628
1742,speaker002_0629
1743,speaker002_0631
1744,speaker002_0634
1745,speaker002_0636
1746,speaker002_0637
1747,speaker002_0638
1748,speaker002_0639
1749,speaker002_0640
1750,speaker002_0641
1751,speaker002_0644
1752,speaker002_0646
1753,speaker002_0647
1754,speaker002_0648
1755,speaker002_0649
1756,speaker002_0650
1757,speaker002_0651
1758,speaker002_0653
1759,speaker002_0654
1760,speaker002_0659
1761,speaker002_0660
1762,speaker002_0661
1763,speaker002_0663
1764,speaker002_0664
1765,speaker002_0665
1766,speaker002_0666
1767,speaker002_0668
1768,speaker002_0669
1769,speaker002_0670
1770,speaker002_0671
1771,speaker002_0673
1772,speaker002_0674
1773,speaker002_0675
1774,speaker002_0676
1775,speaker002_0677
1776,speaker002_0678
1777,speaker002_0679
1778,speaker002_0682
1779,speaker002_0683
1780,speaker002_0684
1781,speaker002_0685
1782,speaker002_0686
1783,speaker002_0687
1784,speaker002_0688
1785,speaker002_0690
1786,speaker002_0691
1787,speaker002_0692
1788,speaker002_0694
1789,speaker002_0695
1790,speaker002_0697
1791,speaker002_0699
1792,speaker002_0700
1793,speaker002_0701
1794,speaker002_0702
1795,speaker002_0704
1796,speaker002_0705
1797,speaker002_0706
1798,speaker002_0707
1799,speaker002_0708
1800,speaker002_0709
1801,speaker002_0712
1802,speaker002_0714
1803,speaker002_0716
1804,speaker002_0717
1805,speaker002_0718
1806,speaker002_0719
1807,speaker002_0725
1808,speaker002_0727
1809,speaker002_0729
1810,speaker002_0730
1811,speaker002_0731
1812,speaker002_0732
1813,speaker002_0735
1814,speaker002_0736
1815,speaker002_0737
1816,speaker002_0738
1817,speaker002_0739
1818,speaker002_0740
1819,speaker002_0741
1820,speaker002_0742
1821,speaker002_0743
1822,speaker002_0744
1823,speaker002_0746
1824,speaker002_0747
1825,speaker002_0748
1826,speaker002_0749
1827,speaker002_0750
1828,speaker002_0751
1829,speaker002_0752
1830,speaker002_0754
1831,speaker002_0755
1832,speaker002_0756
1833,speaker002_0759
1834,speaker002_0761
1835,speaker002_0762
1836,speaker002_0763
1837,speaker002_0764
1838,speaker002_0767
1839,speaker002_0768
1840,speaker002_0769
1841,speaker002_0771
1842,speaker002_0772
1843,speaker002_0773
1844,speaker002_0774
1845,speaker002_0775
1846,speaker002_0776
1847,speaker002_0777
1848,speaker002_0778
1849,speaker002_0779
1850,speaker002_0783
1851,speaker002_0784
1852,speaker002_0785
1853,speaker002_0789
1854,speaker002_0790
1855,speaker002_0791
1856,speaker002_0795
1857,speaker002_0798
1858,speaker002_0801
1859,speaker002_0805
1860,speaker002_0806
1861,speaker002_0808
1862,speaker002_0809
1863,speaker002_0810
1864,speaker002_0811
1865,speaker002_0813
1866,speaker002_0815
1867,speaker002_0816
1868,speaker002_0818
1869,speaker003_0002
1870,speaker003_0003
1871,speaker003_0005
1872,speaker003_0006
1873,speaker003_0007
1874,speaker003_0008
1875,speaker003_0009
1876,speaker003_0010
1877,speaker003_0011
1878,speaker003_0012
1879,speaker003_0014
1880,speaker003_0015
1881,speaker003_0016
1882,speaker003_0018
1883,speaker003_0019
1884,speaker003_0020
1885,speaker003_0022
1886,speaker003_0023
1887,speaker003_0026
1888,speaker003_0027
1889,speaker003_0028
1890,speaker003_0031
1891,speaker003_0032
1892,speaker003_0033
1893,speaker003_0034
1894,speaker003_0035
1895,speaker003_0036
1896,speaker003_0037
1897,speaker003_0038
1898,speaker003_0040
1899,speaker003_0042
1900,speaker003_0044
1901,speaker003_0045
1902,speaker003_0048
1903,speaker003_0049
1904,speaker003_0050
1905,speaker003_0051
1906,speaker003_0052
1907,speaker003_0054
1908,speaker003_0055
1909,speaker003_0056
1910,speaker003_0057
1911,speaker003_0058
1912,speaker003_0059
1913,speaker003_0060
1914,speaker003_0061
1915,speaker003_0062
1916,speaker003_0063
1917,speaker003_0064
1918,speaker003_0065
1919,speaker003_0067
1920,speaker003_0068
1921,speaker003_0071
1922,speaker003_0072
1923,speaker003_0073
1924,speaker003_0075
1925,speaker003_0076
1926,speaker003_0078
1927,speaker003_0079
1928,speaker003_0080
1929,speaker003_0082
1930,speaker003_0083
1931,speaker003_0084
1932,speaker003_0085
1933,speaker003_0092
1934,speaker003_0093
1935,speaker003_0094
1936,speaker003_0095
1937,speaker003_0096
1938,speaker003_0098
1939,speaker003_0100
1940,speaker003_0101
1941,speaker003_0102
1942,speaker003_0103
1943,speaker003_0104
1944,speaker003_0105
1945,speaker003_0106
1946,speaker003_0107
1947,speaker003_0109
1948,speaker003_0110
1949,speaker003_0111
1950,speaker003_0113
1951,speaker003_0115
1952,speaker003_0116
1953,speaker003_0117
1954,speaker003_0118
1955,speaker003_0120
1956,speaker003_0121
1957,speaker003_0122
1958,speaker003_0124
1959,speaker003_0125
1960,speaker003_0127
1961,speaker003_0128
1962,speaker003_0131
1963,speaker003_0132
1964,speaker003_0133
1965,speaker003_0134
1966,speaker003_0135
1967,speaker003_0136
1968,speaker003_0138
1969,speaker003_0139
1970,speaker003_0140
1971,speaker003_0142
1972,speaker003_0143
1973,speaker003_0145
1974,speaker003_0146
1975,speaker003_0147
1976,speaker003_0150
1977,speaker003_0151
1978,speaker003_0152
1979,speaker003_0153
1980,speaker003_0154
1981,speaker003_0155
1982,speaker003_0156
1983,speaker003_0157
1984,speaker003_0161
1985,speaker003_0162
1986,speaker003_0163
1987,speaker003_0164
1988,speaker003_0165
1989,speaker003_0166
1990,speaker003_0167
1991,speaker003_0168
1992,speaker003_0169
1993,speaker003_0171
1994,speaker003_0172
1995,speaker003_0173
1996,speaker003_0174
1997,speaker003_0178
1998,speaker003_0180
1999,speaker003_0181
2000,speaker003_0182
2001,speaker003_0183
2002,speaker003_0185
2003,speaker003_0186
2004,speaker003_0188
2005,speaker003_0189
2006,speaker003_0191
2007,speaker003_0192
2008,speaker003_0194
2009,speaker003_0195
2010,speaker003_0196
2011,speaker003_0197
2012,speaker003_0199
2013,speaker003_0201
2014,speaker003_0202
2015,speaker003_0203
2016,speaker003_0204
2017,speaker003_0205
2018,speaker003_0208
2019,speaker003_0209
2020,speaker003_0211
2021,speaker003_0212
2022,speaker003_0213
2023,speaker003_0214
2024,speaker003_0215
2025,speaker003_0216
2026,speaker003_0217
2027,speaker003_0218
2028,speaker003_0220
2029,speaker003_0221
2030,speaker003_0222
2031,speaker003_0224
2032,speaker003_0225
2033,speaker003_0227
2034,speaker003_0228
2035,speaker003_0230
2036,speaker003_0231
2037,speaker003_0232
2038,speaker003_0233
2039,speaker003_0234
2040,speaker003_0236
2041,speaker003_0238
2042,speaker003_0240
2043,speaker003_0241
2044,speaker003_0242
2045,speaker003_0243
2046,speaker003_0244
2047,speaker003_0245
2048,speaker003_0246
2049,speaker003_0248
2050,speaker003_0250
2051,speaker003_0251
2052,speaker003_0252
2053,speaker003_0253
2054,speaker003_0254
2055,speaker003_0255
2056,speaker003_0256
2057,speaker003_0257
2058,speaker003_0258
2059,speaker003_0259
2060,speaker003_0260
2061,speaker003_0261
2062,speaker003_0262
2063,speaker003_0263
2064,speaker003_0264
2065,speaker003_0266
2066,speaker003_0268
2067,speaker003_0270
2068,speaker003_0273
2069,speaker003_0274
2070,speaker003_0276
2071,speaker003_0277
2072,speaker003_0279
2073,speaker003_0280
2074,speaker003_0282
2075,speaker003_0284
2076,speaker003_0285
2077,speaker003_0286
2078,speaker003_0290
2079,speaker003_0291
2080,speaker003_0293
2081,speaker003_0295
2082,speaker003_0296
2083,speaker003_0297
2084,speaker003_0298
2085,speaker003_0299
2086,speaker003_0300
2087,speaker003_0302
2088,speaker003_0304
2089,speaker003_0305
2090,speaker003_0306
2091,speaker003_0308
2092,speaker003_0310
2093,speaker003_0312
2094,speaker003_0315
2095,speaker003_0317
2096,speaker003_0318
2097,speaker003_0319
2098,speaker003_0322
2099,speaker003_0323
2100,speaker003_0324
2101,speaker003_0325
2102,speaker003_0326
2103,speaker003_0327
2104,speaker003_0329
2105,speaker003_0330
2106,speaker003_0332
2107,speaker003_0333
2108,speaker003_0334
2109,speaker003_0335
2110,speaker003_0336
2111,speaker003_0338
2112,speaker003_0339
2113,speaker003_0345
2114,speaker003_0346
2115,speaker003_0347
2116,speaker003_0348
2117,speaker003_0351
2118,speaker003_0352
2119,speaker003_0355
2120,speaker003_0356
2121,speaker003_0357
2122,speaker003_0359
2123,speaker003_0360
2124,speaker003_0362
2125,speaker003_0363
2126,speaker003_0365
2127,speaker003_0367
2128,speaker003_0368
2129,speaker003_0369
2130,speaker003_0370
2131,speaker003_0371
2132,speaker003_0375
2133,speaker003_0377
2134,speaker003_0378
2135,speaker003_0379
2136,speaker003_0380
2137,speaker003_0382
2138,speaker003_0383
2139,speaker003_0384
2140,speaker003_0385
2141,speaker003_0386
2142,speaker003_0388
2143,speaker003_0389
2144,speaker003_0390
2145,speaker003_0391
2146,speaker003_0392
2147,speaker003_0395
2148,speaker003_0396
2149,speaker003_0397
2150,speaker003_0398
2151,speaker003_0400
2152,speaker003_0401
2153,speaker003_0402
2154,speaker003_0403
2155,speaker003_0405
2156,speaker003_0406
2157,speaker003_0407
2158,speaker003_0408
2159,speaker003_0409
2160,speaker003_0410
2161,speaker003_0412
2162,speaker003_0413
2163,speaker003_0416
2164,speaker003_0417
2165,speaker003_0418
2166,speaker003_0419
2167,speaker003_0421
2168,speaker003_0422
2169,speaker003_0424
2170,speaker003_0425
2171,speaker003_0426
2172,speaker003_0427
2173,speaker003_0429
2174,speaker003_0430
2175,speaker003_0435
2176,speaker003_0436
2177,speaker003_0438
2178,speaker003_0439
2179,speaker003_0440
2180,speaker003_0441
2181,speaker003_0442
2182,speaker003_0444
2183,speaker003_0445
2184,speaker003_0447
2185,speaker003_0449
2186,speaker003_0450
2187,speaker003_0453
2188,speaker003_0455
2189,speaker003_0456
2190,speaker003_0458
2191,speaker003_0460
2192,speaker003_0461
2193,speaker003_0462
2194,speaker003_0463
2195,speaker003_0464
2196,speaker003_0465
2197,speaker003_0467
2198,speaker003_0468
2199,speaker003_0470
2200,speaker003_0472
2201,speaker003_0473
2202,speaker003_0474
2203,speaker003_0475
2204,speaker003_0476
2205,speaker003_0477
2206,speaker003_0478
2207,speaker003_0480
2208,speaker003_0481
2209,speaker003_0483
2210,speaker003_0484
2211,speaker003_0485
2212,speaker003_0493
2213,speaker003_0494
2214,speaker003_0495
2215,speaker003_0496
2216,speaker003_0497
2217,speaker004_0001
2218,speaker004_0002
2219,speaker004_0003
2220,speaker004_0004
2221,speaker004_0005
2222,speaker004_0006
2223,speaker004_0008
2224,speaker004_0011
2225,speaker004_0012
2226,speaker004_0014
2227,speaker004_0016
2228,speaker004_0018
2229,speaker004_0019
2230,speaker004_0023
2231,speaker004_0024
2232,speaker004_0025
2233,speaker004_0026
2234,speaker004_0027
2235,speaker004_0029
2236,speaker004_0031
2237,speaker004_0033
2238,speaker004_0034
2239,speaker004_0035
2240,speaker004_0036
2241,speaker004_0037
2242,speaker004_0039
2243,speaker004_0040
2244,speaker004_0041
2245,speaker004_0043
2246,speaker004_0044
2247,speaker004_0045
2248,speaker004_0046
2249,speaker004_0047
2250,speaker004_0048
2251,speaker004_0051
2252,speaker004_0052
2253,speaker004_0053
2254,speaker004_0054
2255,speaker004_0057
2256,speaker005_0000
2257,speaker005_0001
2258,speaker005_0002
2259,speaker005_0004
2260,speaker005_0007
2261,speaker005_0008
2262,speaker005_0009
2263,speaker005_0010
2264,speaker005_0011
2265,speaker005_0012
2266,speaker005_0013
2267,speaker005_0016
2268,speaker005_0017
2269,speaker005_0018
2270,speaker005_0020
2271,speaker005_0021
2272,speaker005_0022
2273,speaker005_0023
2274,speaker005_0024
2275,speaker005_0025
2276,speaker005_0026
2277,speaker005_0027
2278,speaker005_0028
2279,speaker005_0029
2280,speaker005_0030
2281,speaker005_0032
2282,speaker005_0033
2283,speaker005_0035
2284,speaker005_0036
2285,speaker005_0039
2286,speaker005_0041
2287,speaker005_0043
2288,speaker005_0046
2289,speaker006_0000
2290,speaker006_0001
2291,speaker006_0002
2292,speaker006_0004
2293,speaker006_0005
2294,speaker006_0006
2295,speaker006_0007
2296,speaker006_0008
2297,speaker006_0010
2298,speaker006_0011
2299,speaker006_0012
2300,speaker006_0013
2301,speaker006_0015
2302,speaker006_0016
2303,speaker006_0017
2304,speaker006_0018
2305,speaker006_0020
2306,speaker006_0022
2307,speaker007_0000
2308,speaker007_0001
2309,speaker007_0002
2310,speaker007_0004
2311,speaker007_0005
2312,speaker007_0006
2313,speaker007_0007
2314,speaker007_0008
2315,speaker007_0009
2316,speaker007_0010
2317,speaker007_0011
2318,speaker007_0015
2319,speaker007_0016
2320,speaker007_0017
2321,speaker007_0018
2322,speaker007_0019
2323,speaker007_0020
2324,speaker007_0022
2325,speaker007_0024
2326,speaker007_0025
2327,speaker007_0027
2328,speaker007_0030
2329,speaker007_0031
2330,speaker007_0033
2331,speaker007_0035
2332,speaker007_0037
2333,speaker007_0041
2334,speaker007_0042
2335,speaker007_0045
2336,speaker007_0046
2337,speaker007_0049
2338,speaker007_0050
2339,speaker007_0053
2340,speaker007_0054
2341,speaker007_0055
2342,speaker007_0056
2343,speaker007_0057
2344,speaker007_0058
2345,speaker007_0059
2346,speaker007_0062
2347,speaker007_0063
2348,speaker007_0065
2349,speaker007_0066
2350,speaker007_0067
2351,speaker007_0068
2352,speaker007_0069
2353,speaker007_0070
2354,speaker007_0072
2355,speaker007_0075
2356,speaker007_0077
2357,speaker007_0078
2358,speaker007_0079
2359,speaker007_0080
2360,speaker007_0081
2361,speaker007_0084
2362,speaker007_0085
2363,speaker007_0086
2364,speaker007_0089
2365,speaker007_0090
2366,speaker007_0091
2367,speaker007_0093
2368,speaker007_0094
2369,speaker007_0095
2370,speaker007_0098
2371,speaker007_0099
2372,speaker007_0101
2373,speaker007_0102
2374,speaker007_0104
2375,speaker007_0106
2376,speaker007_0107
2377,speaker007_0108
2378,speaker007_0109
2379,speaker007_0110
2380,speaker007_0111
2381,speaker007_0112
2382,speaker007_0114
2383,speaker007_0115
2384,speaker007_0116
2385,speaker007_0117
2386,speaker007_0118
2387,speaker007_0119
2388,speaker007_0120
2389,speaker007_0121
2390,speaker007_0122
2391,speaker007_0123
2392,speaker007_0124
2393,speaker007_0125
2394,speaker007_0128
2395,speaker007_0129
2396,speaker007_0131
2397,speaker007_0132
2398,speaker007_0134
2399,speaker007_0137
2400,speaker007_0138
2401,speaker007_0139
2402,speaker007_0142
2403,speaker007_0144
2404,speaker007_0145
2405,speaker007_0147
2406,speaker007_0148
2407,speaker007_0150
2408,speaker007_0152
2409,speaker007_0154
2410,speaker007_0155
2411,speaker007_0156
2412,speaker007_0157
2413,speaker007_0158
2414,speaker007_0159
2415,speaker007_0160
2416,speaker007_0161
2417,speaker007_0162
2418,speaker007_0163
2419,speaker007_0165
2420,speaker007_0166
2421,speaker007_0168
2422,speaker007_0169
2423,speaker007_0170
2424,speaker007_0171
2425,speaker007_0172
2426,speaker007_0175
2427,speaker007_0176
2428,speaker007_0177
2429,speaker007_0178
2430,speaker007_0179
2431,speaker007_0182
2432,speaker007_0183
2433,speaker007_0184
2434,speaker007_0185
2435,speaker007_0186
2436,speaker007_0187
2437,speaker007_0188
2438,speaker007_0189
2439,speaker007_0190
2440,speaker007_0191
2441,speaker007_0192
2442,speaker007_0193
2443,speaker007_0195
2444,speaker007_0197
2445,speaker007_0199
2446,speaker007_0200
2447,speaker007_0201
2448,speaker007_0204
2449,speaker007_0207
2450,speaker007_0212
2451,speaker007_0213
2452,speaker007_0214
2453,speaker007_0215
2454,speaker007_0216
2455,speaker007_0217
2456,speaker007_0218
2457,speaker007_0219
2458,speaker007_0220
2459,speaker007_0221
2460,speaker007_0223
2461,speaker007_0224
2462,speaker007_0226
2463,speaker007_0229
2464,speaker007_0231
2465,speaker007_0232
2466,speaker007_0233
2467,speaker007_0234
2468,speaker007_0235
2469,speaker007_0236
2470,speaker007_0238
2471,speaker007_0242
2472,speaker007_0243
2473,speaker007_0244
2474,speaker007_0245
2475,speaker007_0248
2476,speaker007_0249
2477,speaker007_0254
2478,speaker007_0255
2479,speaker007_0257
2480,speaker007_0258
2481,speaker007_0261
2482,speaker007_0262
2483,speaker008_0002
2484,speaker008_0003
2485,speaker008_0004
2486,speaker008_0005
2487,speaker008_0006
2488,speaker008_0007
2489,speaker008_0008
2490,speaker008_0010
2491,speaker008_0011
2492,speaker008_0012
2493,speaker008_0015
2494,speaker008_0016
2495,speaker008_0018
2496,speaker008_0019
2497,speaker008_0022
2498,speaker008_0023
2499,speaker008_0024
2500,speaker008_0027
2501,speaker008_0028
2502,speaker008_0029
2503,speaker008_0030
2504,speaker008_0031
2505,speaker009_0000
2506,speaker009_0002
2507,speaker009_0003
2508,speaker009_0004
2509,speaker009_0005
2510,speaker009_0006
2511,speaker009_0007
2512,speaker009_0008
2513,speaker009_0009
2514,speaker009_0011
2515,speaker009_0012
2516,speaker009_0013
2517,speaker009_0014
2518,speaker009_0017
2519,speaker009_0018
2520,speaker009_0019
2521,speaker009_0020
2522,speaker009_0021
2523,speaker009_0023
2524,speaker009_0024
2525,speaker009_0025
2526,speaker009_0026
2527,speaker009_0027
2528,speaker009_0030
2529,speaker009_0031
2530,speaker009_0032
2531,speaker009_0033
2532,speaker009_0034
2533,speaker009_0036
2534,speaker009_0037
2535,speaker009_0039
2536,speaker009_0040
2537,speaker009_0041
2538,speaker009_0044
2539,speaker009_0045
2540,speaker009_0047
2541,speaker009_0048
2542,speaker009_0050
2543,speaker009_0051
2544,speaker009_0052
2545,speaker009_0053
2546,speaker009_0055
2547,speaker009_0056
2548,speaker009_0057
2549,speaker009_0058
2550,speaker009_0059
2551,speaker009_0061
2552,speaker009_0062
2553,speaker009_0063
2554,speaker009_0064
2555,speaker009_0065
2556,speaker009_0066
2557,speaker009_0067
2558,speaker009_0068
2559,speaker009_0070
2560,speaker009_0071
2561,speaker009_0072
2562,speaker009_0073
2563,speaker009_0074
2564,speaker009_0077
2565,speaker009_0078
2566,speaker009_0080
2567,speaker009_0082
2568,speaker009_0083
2569,speaker009_0085
2570,speaker009_0086
2571,speaker009_0088
2572,speaker009_0090
2573,speaker009_0091
2574,speaker009_0092
2575,speaker009_0093
2576,speaker009_0096
2577,speaker009_0098
2578,speaker009_0103
2579,speaker009_0104
2580,speaker009_0105
2581,speaker009_0106
2582,speaker009_0107
2583,speaker009_0108
2584,speaker009_0109
2585,speaker009_0110
2586,speaker009_0111
2587,speaker009_0112
2588,speaker009_0113
2589,speaker009_0114
2590,speaker009_0115
2591,speaker009_0116
2592,speaker009_0117
2593,speaker009_0119
2594,speaker009_0121
2595,speaker009_0122
2596,speaker009_0123
2597,speaker009_0125
2598,speaker009_0126
2599,speaker009_0128
2600,speaker009_0131
2601,speaker009_0133
2602,speaker009_0134
2603,speaker009_0136
2604,speaker009_0137
2605,speaker009_0138
2606,speaker009_0140
2607,speaker009_0141
2608,speaker009_0142
2609,speaker009_0143
2610,speaker009_0144
2611,speaker009_0145
2612,speaker009_0146
2613,speaker009_0148
2614,speaker009_0150
2615,speaker009_0151
2616,speaker009_0152
2617,speaker009_0153
2618,speaker009_0155
2619,speaker009_0156
2620,speaker009_0157
2621,speaker009_0158
2622,speaker009_0162
2623,speaker009_0163
2624,speaker009_0164
2625,speaker009_0165
2626,speaker009_0166
2627,speaker009_0168
2628,speaker009_0170
2629,speaker009_0171
2630,speaker009_0173
2631,speaker009_0174
2632,speaker009_0177
2633,speaker009_0178
